store_id,item_id,wm_yr_wk,sell_price
CA_1,HOUSEHOLD_1_472,11101,4.82
CA_1,HOUSEHOLD_1_472,11102,4.82
CA_1,HOUSEHOLD_1_472,11103,4.82
CA_1,HOUSEHOLD_1_472,11104,4.82
CA_1,HOUSEHOLD_1_472,11105,4.82
CA_1,HOUSEHOLD_1_472,11106,4.82
CA_1,HOUSEHOLD_1_472,11107,4.82
CA_1,HOUSEHOLD_1_472,11108,4.82
CA_1,HOUSEHOLD_1_472,11109,4.82
CA_1,HOUSEHOLD_2_349,11101,4.47
CA_1,HOUSEHOLD_2_349,11102,4.47
CA_1,HOUSEHOLD_2_349,11103,4.47
CA_1,HOUSEHOLD_2_349,11104,4.47
CA_1,HOUSEHOLD_2_349,11105,4.47
CA_1,HOUSEHOLD_2_349,11106,4.47
CA_1,HOUSEHOLD_2_349,11107,4.47
CA_1,HOUSEHOLD_2_349,11108,4.47
CA_1,HOUSEHOLD_2_349,11109,4.47
CA_1,HOUSEHOLD_2_422,11102,4.94
CA_1,HOUSEHOLD_2_422,11103,4.94
CA_1,HOUSEHOLD_2_422,11104,4.94
CA_1,HOUSEHOLD_2_422,11105,4.94
CA_1,HOUSEHOLD_2_422,11106,4.94
CA_1,HOUSEHOLD_2_422,11107,4.94
CA_1,HOUSEHOLD_2_422,11108,4.94
CA_1,HOUSEHOLD_2_422,11109,4.94
CA_1,FOODS_2_135,11101,2.46
CA_1,FOODS_2_135,11102,2.46
CA_1,FOODS_2_135,11103,2.46
CA_1,FOODS_2_135,11104,2.46
CA_1,FOODS_2_135,11105,2.46
CA_1,FOODS_2_135,11106,2.46
CA_1,FOODS_2_135,11107,2.46
CA_1,FOODS_2_135,11108,2.46
CA_1,FOODS_2_135,11109,2.46
CA_1,FOODS_3_145,11102,2.82
CA_1,FOODS_3_145,11103,2.82
CA_1,FOODS_3_145,11104,2.82
CA_1,FOODS_3_145,11105,2.82
CA_1,FOODS_3_145,11106,2.82
CA_1,FOODS_3_145,11107,2.82
CA_1,FOODS_3_145,11108,2.82
CA_1,FOODS_3_145,11109,2.82
CA_1,FOODS_3_452,11101,5.26
CA_1,FOODS_3_452,11102,5.26
CA_1,FOODS_3_452,11103,5.26
CA_1,FOODS_3_452,11104,5.26
CA_1,FOODS_3_452,11105,5.26
CA_1,FOODS_3_452,11106,5.26
CA_1,FOODS_3_452,11107,5.26
CA_1,FOODS_3_452,11108,5.26
CA_1,FOODS_3_452,11109,5.26
CA_2,HOUSEHOLD_1_472,11101,4.82
CA_2,HOUSEHOLD_1_472,11102,4.82
CA_2,HOUSEHOLD_1_472,11103,4.82
CA_2,HOUSEHOLD_1_472,11104,4.82
CA_2,HOUSEHOLD_1_472,11105,4.82
CA_2,HOUSEHOLD_1_472,11106,4.82
CA_2,HOUSEHOLD_1_472,11107,4.82
CA_2,HOUSEHOLD_1_472,11108,4.82
CA_2,HOUSEHOLD_1_472,11109,4.82
CA_2,HOUSEHOLD_2_349,11101,4.47
CA_2,HOUSEHOLD_2_349,11102,4.47
CA_2,HOUSEHOLD_2_349,11103,4.47
CA_2,HOUSEHOLD_2_349,11104,4.47
CA_2,HOUSEHOLD_2_349,11105,4.47
CA_2,HOUSEHOLD_2_349,11106,4.47
CA_2,HOUSEHOLD_2_349,11107,4.47
CA_2,HOUSEHOLD_2_349,11108,4.47
CA_2,HOUSEHOLD_2_349,11109,4.47
CA_2,HOUSEHOLD_2_422,11101,4.94
CA_2,HOUSEHOLD_2_422,11102,4.94
CA_2,HOUSEHOLD_2_422,11103,4.94
CA_2,HOUSEHOLD_2_422,11104,4.94
CA_2,HOUSEHOLD_2_422,11105,4.94
CA_2,HOUSEHOLD_2_422,11106,4.94
CA_2,HOUSEHOLD_2_422,11107,4.94
CA_2,HOUSEHOLD_2_422,11108,4.94
CA_2,HOUSEHOLD_2_422,11109,4.94
CA_2,FOODS_2_135,11101,2.46
CA_2,FOODS_2_135,11102,2.46
CA_2,FOODS_2_135,11103,2.46
CA_2,FOODS_2_135,11104,2.46
CA_2,FOODS_2_135,11105,2.46
CA_2,FOODS_2_135,11106,2.46
CA_2,FOODS_2_135,11107,2.46
CA_2,FOODS_2_135,11108,2.46
CA_2,FOODS_2_135,11109,2.46
CA_2,FOODS_3_452,11101,5.26
CA_2,FOODS_3_452,11102,5.26
CA_2,FOODS_3_452,11103,5.26
CA_2,FOODS_3_452,11104,5.26
CA_2,FOODS_3_452,11105,5.26
CA_2,FOODS_3_452,11106,5.26
CA_2,FOODS_3_452,11107,5.26
CA_2,FOODS_3_452,11108,5.26
CA_2,FOODS_3_452,11109,5.26
CA_3,HOUSEHOLD_1_472,11101,4.82
CA_3,HOUSEHOLD_1_472,11102,4.82
CA_3,HOUSEHOLD_1_472,11103,4.82
CA_3,HOUSEHOLD_1_472,11104,4.82
CA_3,HOUSEHOLD_1_472,11105,4.82
CA_3,HOUSEHOLD_1_472,11106,4.82
CA_3,HOUSEHOLD_1_472,11107,4.82
CA_3,HOUSEHOLD_1_472,11108,4.82
CA_3,HOUSEHOLD_1_472,11109,4.82
CA_3,HOUSEHOLD_2_349,11101,4.47
CA_3,HOUSEHOLD_2_349,11102,4.47
CA_3,HOUSEHOLD_2_349,11103,4.47
CA_3,HOUSEHOLD_2_349,11104,4.47
CA_3,HOUSEHOLD_2_349,11105,4.47
CA_3,HOUSEHOLD_2_349,11106,4.47
CA_3,HOUSEHOLD_2_349,11107,4.47
CA_3,HOUSEHOLD_2_349,11108,4.47
CA_3,HOUSEHOLD_2_349,11109,4.47
CA_3,HOUSEHOLD_2_422,11101,4.94
CA_3,HOUSEHOLD_2_422,11102,4.94
CA_3,HOUSEHOLD_2_422,11103,4.94
CA_3,HOUSEHOLD_2_422,11104,4.94
CA_3,HOUSEHOLD_2_422,11105,4.94
CA_3,HOUSEHOLD_2_422,11106,4.94
CA_3,HOUSEHOLD_2_422,11107,4.94
CA_3,HOUSEHOLD_2_422,11108,4.94
CA_3,HOUSEHOLD_2_422,11109,4.94
CA_3,FOODS_2_135,11101,2.23
CA_3,FOODS_2_135,11102,2.23
CA_3,FOODS_2_135,11103,2.23
CA_3,FOODS_2_135,11104,2.23
CA_3,FOODS_2_135,11105,2.23
CA_3,FOODS_2_135,11106,2.23
CA_3,FOODS_2_135,11107,2.23
CA_3,FOODS_2_135,11108,2.23
CA_3,FOODS_2_135,11109,2.23
CA_3,FOODS_3_145,11101,2.82
CA_3,FOODS_3_145,11102,2.82
CA_3,FOODS_3_145,11103,2.82
CA_3,FOODS_3_145,11104,2.82
CA_3,FOODS_3_145,11105,2.82
CA_3,FOODS_3_145,11106,2.82
CA_3,FOODS_3_145,11107,2.82
CA_3,FOODS_3_145,11108,2.82
CA_3,FOODS_3_145,11109,2.82
CA_3,FOODS_3_452,11101,5.12
CA_3,FOODS_3_452,11102,5.12
CA_3,FOODS_3_452,11103,5.12
CA_3,FOODS_3_452,11104,5.12
CA_3,FOODS_3_452,11105,5.12
CA_3,FOODS_3_452,11106,5.12
CA_3,FOODS_3_452,11107,5.12
CA_3,FOODS_3_452,11108,5.12
CA_3,FOODS_3_452,11109,5.12
CA_4,HOUSEHOLD_1_472,11101,4.82
CA_4,HOUSEHOLD_1_472,11102,4.82
CA_4,HOUSEHOLD_1_472,11103,4.82
CA_4,HOUSEHOLD_1_472,11104,4.82
CA_4,HOUSEHOLD_1_472,11105,4.82
CA_4,HOUSEHOLD_1_472,11106,4.82
CA_4,HOUSEHOLD_1_472,11107,4.82
CA_4,HOUSEHOLD_1_472,11108,4.82
CA_4,HOUSEHOLD_1_472,11109,4.82
CA_4,HOUSEHOLD_2_349,11101,4.47
CA_4,HOUSEHOLD_2_349,11102,4.47
CA_4,HOUSEHOLD_2_349,11103,4.47
CA_4,HOUSEHOLD_2_349,11104,4.47
CA_4,HOUSEHOLD_2_349,11105,4.47
CA_4,HOUSEHOLD_2_349,11106,4.47
CA_4,HOUSEHOLD_2_349,11107,4.47
CA_4,HOUSEHOLD_2_349,11108,4.47
CA_4,HOUSEHOLD_2_349,11109,4.47
CA_4,HOUSEHOLD_2_422,11102,4.94
CA_4,HOUSEHOLD_2_422,11103,4.94
CA_4,HOUSEHOLD_2_422,11104,4.94
CA_4,HOUSEHOLD_2_422,11105,4.94
CA_4,HOUSEHOLD_2_422,11106,4.94
CA_4,HOUSEHOLD_2_422,11107,4.94
CA_4,HOUSEHOLD_2_422,11108,4.94
CA_4,HOUSEHOLD_2_422,11109,4.94
CA_4,FOODS_2_135,11101,2.46
CA_4,FOODS_2_135,11102,2.46
CA_4,FOODS_2_135,11103,2.46
CA_4,FOODS_2_135,11104,2.46
CA_4,FOODS_2_135,11105,2.46
CA_4,FOODS_2_135,11106,2.46
CA_4,FOODS_2_135,11107,2.46
CA_4,FOODS_2_135,11108,2.46
CA_4,FOODS_2_135,11109,2.46
CA_4,FOODS_3_145,11101,2.82
CA_4,FOODS_3_145,11102,2.82
CA_4,FOODS_3_145,11103,2.82
CA_4,FOODS_3_145,11104,2.82
CA_4,FOODS_3_145,11105,2.82
CA_4,FOODS_3_145,11106,2.82
CA_4,FOODS_3_145,11107,2.82
CA_4,FOODS_3_145,11108,2.82
CA_4,FOODS_3_145,11109,2.82
CA_4,FOODS_3_452,11102,5.26
CA_4,FOODS_3_452,11103,5.26
CA_4,FOODS_3_452,11104,5.26
CA_4,FOODS_3_452,11105,5.26
CA_4,FOODS_3_452,11106,5.26
CA_4,FOODS_3_452,11107,5.26
CA_4,FOODS_3_452,11108,5.26
CA_4,FOODS_3_452,11109,5.26
TX_1,HOUSEHOLD_1_472,11101,4.82
TX_1,HOUSEHOLD_1_472,11102,4.82
TX_1,HOUSEHOLD_1_472,11103,4.82
TX_1,HOUSEHOLD_1_472,11104,4.82
TX_1,HOUSEHOLD_1_472,11105,4.82
TX_1,HOUSEHOLD_1_472,11106,4.82
TX_1,HOUSEHOLD_1_472,11107,4.82
TX_1,HOUSEHOLD_1_472,11108,4.82
TX_1,HOUSEHOLD_1_472,11109,4.82
TX_1,HOUSEHOLD_2_349,11101,4.27
TX_1,HOUSEHOLD_2_349,11102,4.27
TX_1,HOUSEHOLD_2_349,11103,4.27
TX_1,HOUSEHOLD_2_349,11104,4.27
TX_1,HOUSEHOLD_2_349,11105,4.27
TX_1,HOUSEHOLD_2_349,11106,4.27
TX_1,HOUSEHOLD_2_349,11107,4.27
TX_1,HOUSEHOLD_2_349,11108,4.27
TX_1,HOUSEHOLD_2_349,11109,4.27
TX_1,HOUSEHOLD_2_422,11102,4.94
TX_1,HOUSEHOLD_2_422,11103,4.94
TX_1,HOUSEHOLD_2_422,11104,4.94
TX_1,HOUSEHOLD_2_422,11105,4.94
TX_1,HOUSEHOLD_2_422,11106,4.94
TX_1,HOUSEHOLD_2_422,11107,4.94
TX_1,HOUSEHOLD_2_422,11108,4.94
TX_1,HOUSEHOLD_2_422,11109,4.94
TX_1,FOODS_2_135,11101,1.96
TX_1,FOODS_2_135,11102,1.96
TX_1,FOODS_2_135,11103,1.96
TX_1,FOODS_2_135,11104,1.96
TX_1,FOODS_2_135,11105,1.96
TX_1,FOODS_2_135,11106,1.96
TX_1,FOODS_2_135,11107,1.96
TX_1,FOODS_2_135,11108,1.96
TX_1,FOODS_2_135,11109,1.96
TX_1,FOODS_3_145,11101,2.46
TX_1,FOODS_3_145,11102,2.46
TX_1,FOODS_3_145,11103,2.46
TX_1,FOODS_3_145,11104,2.46
TX_1,FOODS_3_145,11105,2.46
TX_1,FOODS_3_145,11106,2.46
TX_1,FOODS_3_145,11107,2.46
TX_1,FOODS_3_145,11108,2.46
TX_1,FOODS_3_145,11109,2.46
TX_1,FOODS_3_452,11101,4.72
TX_1,FOODS_3_452,11102,4.72
TX_1,FOODS_3_452,11103,4.72
TX_1,FOODS_3_452,11104,4.72
TX_1,FOODS_3_452,11105,4.72
TX_1,FOODS_3_452,11106,4.72
TX_1,FOODS_3_452,11107,4.72
TX_1,FOODS_3_452,11108,4.72
TX_1,FOODS_3_452,11109,4.72
TX_2,HOUSEHOLD_1_472,11101,4.82
TX_2,HOUSEHOLD_1_472,11102,4.82
TX_2,HOUSEHOLD_1_472,11103,4.82
TX_2,HOUSEHOLD_1_472,11104,4.82
TX_2,HOUSEHOLD_1_472,11105,4.82
TX_2,HOUSEHOLD_1_472,11106,4.82
TX_2,HOUSEHOLD_1_472,11107,4.82
TX_2,HOUSEHOLD_1_472,11108,4.82
TX_2,HOUSEHOLD_1_472,11109,4.82
TX_2,HOUSEHOLD_2_349,11101,4.27
TX_2,HOUSEHOLD_2_349,11102,4.27
TX_2,HOUSEHOLD_2_349,11103,4.27
TX_2,HOUSEHOLD_2_349,11104,4.27
TX_2,HOUSEHOLD_2_349,11105,4.27
TX_2,HOUSEHOLD_2_349,11106,4.27
TX_2,HOUSEHOLD_2_349,11107,4.27
TX_2,HOUSEHOLD_2_349,11108,4.27
TX_2,HOUSEHOLD_2_349,11109,4.27
TX_2,HOUSEHOLD_2_422,11103,4.94
TX_2,HOUSEHOLD_2_422,11104,4.94
TX_2,HOUSEHOLD_2_422,11105,4.94
TX_2,HOUSEHOLD_2_422,11106,4.94
TX_2,HOUSEHOLD_2_422,11107,4.94
TX_2,HOUSEHOLD_2_422,11108,4.94
TX_2,HOUSEHOLD_2_422,11109,4.94
TX_2,FOODS_2_135,11101,1.96
TX_2,FOODS_2_135,11102,1.96
TX_2,FOODS_2_135,11103,1.96
TX_2,FOODS_2_135,11104,1.96
TX_2,FOODS_2_135,11105,1.96
TX_2,FOODS_2_135,11106,1.96
TX_2,FOODS_2_135,11107,1.96
TX_2,FOODS_2_135,11108,1.96
TX_2,FOODS_2_135,11109,1.96
TX_2,FOODS_3_145,11101,2.46
TX_2,FOODS_3_145,11102,2.46
TX_2,FOODS_3_145,11103,2.46
TX_2,FOODS_3_145,11104,2.46
TX_2,FOODS_3_145,11105,2.46
TX_2,FOODS_3_145,11106,2.46
TX_2,FOODS_3_145,11107,2.46
TX_2,FOODS_3_145,11108,2.46
TX_2,FOODS_3_145,11109,2.46
TX_2,FOODS_3_452,11101,4.72
TX_2,FOODS_3_452,11102,4.72
TX_2,FOODS_3_452,11103,4.72
TX_2,FOODS_3_452,11104,4.72
TX_2,FOODS_3_452,11105,4.72
TX_2,FOODS_3_452,11106,4.72
TX_2,FOODS_3_452,11107,4.72
TX_2,FOODS_3_452,11108,4.72
TX_2,FOODS_3_452,11109,4.72
TX_3,HOUSEHOLD_1_472,11101,5.12
TX_3,HOUSEHOLD_1_472,11102,5.12
TX_3,HOUSEHOLD_1_472,11103,5.12
TX_3,HOUSEHOLD_1_472,11104,5.12
TX_3,HOUSEHOLD_1_472,11105,5.12
TX_3,HOUSEHOLD_1_472,11106,5.12
TX_3,HOUSEHOLD_1_472,11107,5.12
TX_3,HOUSEHOLD_1_472,11108,5.12
TX_3,HOUSEHOLD_1_472,11109,5.12
TX_3,HOUSEHOLD_2_349,11101,4.27
TX_3,HOUSEHOLD_2_349,11102,4.27
TX_3,HOUSEHOLD_2_349,11103,4.27
TX_3,HOUSEHOLD_2_349,11104,4.27
TX_3,HOUSEHOLD_2_349,11105,4.27
TX_3,HOUSEHOLD_2_349,11106,4.27
TX_3,HOUSEHOLD_2_349,11107,4.27
TX_3,HOUSEHOLD_2_349,11108,4.27
TX_3,HOUSEHOLD_2_349,11109,4.27
TX_3,HOUSEHOLD_2_422,11101,4.94
TX_3,HOUSEHOLD_2_422,11102,4.94
TX_3,HOUSEHOLD_2_422,11103,4.94
TX_3,HOUSEHOLD_2_422,11104,4.94
TX_3,HOUSEHOLD_2_422,11105,4.94
TX_3,HOUSEHOLD_2_422,11106,4.94
TX_3,HOUSEHOLD_2_422,11107,4.94
TX_3,HOUSEHOLD_2_422,11108,4.94
TX_3,HOUSEHOLD_2_422,11109,4.94
TX_3,FOODS_2_135,11101,1.96
TX_3,FOODS_2_135,11102,1.96
TX_3,FOODS_2_135,11103,1.96
TX_3,FOODS_2_135,11104,1.96
TX_3,FOODS_2_135,11105,1.96
TX_3,FOODS_2_135,11106,1.96
TX_3,FOODS_2_135,11107,1.96
TX_3,FOODS_2_135,11108,1.96
TX_3,FOODS_2_135,11109,1.96
TX_3,FOODS_3_145,11101,2.46
TX_3,FOODS_3_145,11102,2.46
TX_3,FOODS_3_145,11103,2.46
TX_3,FOODS_3_145,11104,2.46
TX_3,FOODS_3_145,11105,2.46
TX_3,FOODS_3_145,11106,2.46
TX_3,FOODS_3_145,11107,2.46
TX_3,FOODS_3_145,11108,2.46
TX_3,FOODS_3_145,11109,2.46
TX_3,FOODS_3_452,11101,4.72
TX_3,FOODS_3_452,11102,4.72
TX_3,FOODS_3_452,11103,4.72
TX_3,FOODS_3_452,11104,4.72
TX_3,FOODS_3_452,11105,4.72
TX_3,FOODS_3_452,11106,4.72
TX_3,FOODS_3_452,11107,4.72
TX_3,FOODS_3_452,11108,4.72
TX_3,FOODS_3_452,11109,4.72
WI_1,HOUSEHOLD_1_472,11101,4.82
WI_1,HOUSEHOLD_1_472,11102,4.82
WI_1,HOUSEHOLD_1_472,11103,4.82
WI_1,HOUSEHOLD_1_472,11104,4.82
WI_1,HOUSEHOLD_1_472,11105,4.82
WI_1,HOUSEHOLD_1_472,11106,4.82
WI_1,HOUSEHOLD_1_472,11107,4.82
WI_1,HOUSEHOLD_1_472,11108,4.82
WI_1,HOUSEHOLD_1_472,11109,4.82
WI_1,HOUSEHOLD_2_349,11101,4.47
WI_1,HOUSEHOLD_2_349,11102,4.47
WI_1,HOUSEHOLD_2_349,11103,4.47
WI_1,HOUSEHOLD_2_349,11104,4.47
WI_1,HOUSEHOLD_2_349,11105,4.47
WI_1,HOUSEHOLD_2_349,11106,4.47
WI_1,HOUSEHOLD_2_349,11107,4.47
WI_1,HOUSEHOLD_2_349,11108,4.47
WI_1,HOUSEHOLD_2_349,11109,4.47
WI_1,HOUSEHOLD_2_422,11101,4.94
WI_1,HOUSEHOLD_2_422,11102,4.94
WI_1,HOUSEHOLD_2_422,11103,4.94
WI_1,HOUSEHOLD_2_422,11104,4.94
WI_1,HOUSEHOLD_2_422,11105,4.94
WI_1,HOUSEHOLD_2_422,11106,4.94
WI_1,HOUSEHOLD_2_422,11107,4.94
WI_1,HOUSEHOLD_2_422,11108,4.94
WI_1,HOUSEHOLD_2_422,11109,4.94
WI_1,FOODS_3_452,11103,4.84
WI_1,FOODS_3_452,11104,4.84
WI_1,FOODS_3_452,11105,4.84
WI_1,FOODS_3_452,11106,4.84
WI_1,FOODS_3_452,11107,4.84
WI_1,FOODS_3_452,11108,4.84
WI_1,FOODS_3_452,11109,4.84
WI_2,HOUSEHOLD_1_472,11101,5.28
WI_2,HOUSEHOLD_1_472,11102,5.28
WI_2,HOUSEHOLD_1_472,11103,5.28
WI_2,HOUSEHOLD_1_472,11104,5.28
WI_2,HOUSEHOLD_1_472,11105,5.28
WI_2,HOUSEHOLD_1_472,11106,5.28
WI_2,HOUSEHOLD_1_472,11107,5.28
WI_2,HOUSEHOLD_1_472,11108,5.28
WI_2,HOUSEHOLD_1_472,11109,5.28
WI_2,HOUSEHOLD_2_349,11101,4.97
WI_2,HOUSEHOLD_2_349,11102,4.97
WI_2,HOUSEHOLD_2_349,11103,4.97
WI_2,HOUSEHOLD_2_349,11104,4.97
WI_2,HOUSEHOLD_2_349,11105,4.97
WI_2,HOUSEHOLD_2_349,11106,4.97
WI_2,HOUSEHOLD_2_349,11107,4.97
WI_2,HOUSEHOLD_2_349,11108,4.97
WI_2,HOUSEHOLD_2_349,11109,4.97
WI_2,HOUSEHOLD_2_422,11101,5.47
WI_2,HOUSEHOLD_2_422,11102,5.47
WI_2,HOUSEHOLD_2_422,11103,5.47
WI_2,HOUSEHOLD_2_422,11104,5.47
WI_2,HOUSEHOLD_2_422,11105,5.47
WI_2,HOUSEHOLD_2_422,11106,5.47
WI_2,HOUSEHOLD_2_422,11107,5.47
WI_2,HOUSEHOLD_2_422,11108,5.47
WI_2,HOUSEHOLD_2_422,11109,5.47
WI_2,FOODS_2_135,11102,2.23
WI_2,FOODS_2_135,11103,2.23
WI_2,FOODS_2_135,11104,2.23
WI_2,FOODS_2_135,11105,2.23
WI_2,FOODS_2_135,11106,2.23
WI_2,FOODS_2_135,11107,2.23
WI_2,FOODS_2_135,11108,2.23
WI_2,FOODS_2_135,11109,2.23
WI_2,FOODS_3_452,11103,4.84
WI_2,FOODS_3_452,11104,4.84
WI_2,FOODS_3_452,11105,4.84
WI_2,FOODS_3_452,11106,4.84
WI_2,FOODS_3_452,11107,4.84
WI_2,FOODS_3_452,11108,4.84
WI_2,FOODS_3_452,11109,4.84
WI_3,HOUSEHOLD_1_472,11101,4.82
WI_3,HOUSEHOLD_1_472,11102,4.82
WI_3,HOUSEHOLD_1_472,11103,4.82
WI_3,HOUSEHOLD_1_472,11104,4.82
WI_3,HOUSEHOLD_1_472,11105,4.82
WI_3,HOUSEHOLD_1_472,11106,4.82
WI_3,HOUSEHOLD_1_472,11107,4.82
WI_3,HOUSEHOLD_1_472,11108,4.82
WI_3,HOUSEHOLD_1_472,11109,4.82
WI_3,HOUSEHOLD_2_349,11101,4.47
WI_3,HOUSEHOLD_2_349,11102,4.47
WI_3,HOUSEHOLD_2_349,11103,4.47
WI_3,HOUSEHOLD_2_349,11104,4.47
WI_3,HOUSEHOLD_2_349,11105,4.47
WI_3,HOUSEHOLD_2_349,11106,4.47
WI_3,HOUSEHOLD_2_349,11107,4.47
WI_3,HOUSEHOLD_2_349,11108,4.47
WI_3,HOUSEHOLD_2_349,11109,4.47
WI_3,HOUSEHOLD_2_422,11103,4.94
WI_3,HOUSEHOLD_2_422,11104,4.94
WI_3,HOUSEHOLD_2_422,11105,4.94
WI_3,HOUSEHOLD_2_422,11106,4.94
WI_3,HOUSEHOLD_2_422,11107,4.94
WI_3,HOUSEHOLD_2_422,11108,4.94
WI_3,HOUSEHOLD_2_422,11109,4.94
WI_3,FOODS_2_135,11101,2.23
WI_3,FOODS_2_135,11102,2.23
WI_3,FOODS_2_135,11103,2.23
WI_3,FOODS_2_135,11104,2.23
WI_3,FOODS_2_135,11105,2.23
WI_3,FOODS_2_135,11106,2.23
WI_3,FOODS_2_135,11107,2.23
WI_3,FOODS_2_135,11108,2.23
WI_3,FOODS_2_135,11109,2.23
WI_3,FOODS_3_145,11101,2.46
WI_3,FOODS_3_145,11102,2.46
WI_3,FOODS_3_145,11103,2.46
WI_3,FOODS_3_145,11104,2.46
WI_3,FOODS_3_145,11105,2.46
WI_3,FOODS_3_145,11106,2.46
WI_3,FOODS_3_145,11107,2.46
WI_3,FOODS_3_145,11108,2.46
WI_3,FOODS_3_145,11109,2.46
WI_3,FOODS_3_452,11101,4.84
WI_3,FOODS_3_452,11102,4.84
WI_3,FOODS_3_452,11103,4.84
WI_3,FOODS_3_452,11104,4.84
WI_3,FOODS_3_452,11105,4.84
WI_3,FOODS_3_452,11106,4.84
WI_3,FOODS_3_452,11107,4.84
WI_3,FOODS_3_452,11108,4.84
WI_3,FOODS_3_452,11109,4.84
